,holdings,total,cost_basis,signal,Date,return_rate
0,0.0,0.0,0.0,0,2021-03-31,0.0
1,0.0,0.0,0.0,0,2021-04-01,0.0
2,0.0,0.0,0.0,0,2021-04-02,0.0
3,0.1749288448394558,0.0,10000.0,1,2021-04-03,0.0
4,0.0,160.85813709156355,0.0,0,2021-04-04,0.016085813709156356
5,0.0,160.85813709156355,0.0,0,2021-04-05,0.016085813709156356
6,0.0,160.85813709156355,0.0,0,2021-04-06,0.016085813709156356
7,0.0,160.85813709156355,0.0,0,2021-04-07,0.016085813709156356
8,0.0,160.85813709156355,0.0,0,2021-04-08,0.016085813709156356
9,0.1716476431894778,160.85813709156355,10000.0,1,2021-04-09,0.016085813709156356
10,0.0,399.5802357074044,0.0,0,2021-04-10,0.03995802357074044
11,0.0,399.5802357074044,0.0,0,2021-04-11,0.03995802357074044
12,0.0,399.5802357074044,0.0,0,2021-04-12,0.03995802357074044
